labels,gender,source,path
angry,male,CREMA,Crema/1038_DFA_ANG_XX.wav
disgust,male,CREMA,Crema/1038_DFA_DIS_XX.wav
fear,male,CREMA,Crema/1038_DFA_FEA_XX.wav
happy,male,CREMA,Crema/1038_DFA_HAP_XX.wav
neutral,male,CREMA,Crema/1038_DFA_NEU_XX.wav
sad,male,CREMA,Crema/1038_DFA_SAD_XX.wav
angry,male,CREMA,Crema/1038_IEO_ANG_HI.wav
angry,male,CREMA,Crema/1038_IEO_ANG_LO.wav
angry,male,CREMA,Crema/1038_IEO_ANG_MD.wav
disgust,male,CREMA,Crema/1038_IEO_DIS_HI.wav
disgust,male,CREMA,Crema/1038_IEO_DIS_LO.wav
disgust,male,CREMA,Crema/1038_IEO_DIS_MD.wav
fear,male,CREMA,Crema/1038_IEO_FEA_HI.wav
fear,male,CREMA,Crema/1038_IEO_FEA_LO.wav
fear,male,CREMA,Crema/1038_IEO_FEA_MD.wav
happy,male,CREMA,Crema/1038_IEO_HAP_HI.wav
happy,male,CREMA,Crema/1038_IEO_HAP_LO.wav
happy,male,CREMA,Crema/1038_IEO_HAP_MD.wav
neutral,male,CREMA,Crema/1038_IEO_NEU_XX.wav
sad,male,CREMA,Crema/1038_IEO_SAD_HI.wav
sad,male,CREMA,Crema/1038_IEO_SAD_LO.wav
sad,male,CREMA,Crema/1038_IEO_SAD_MD.wav
angry,male,CREMA,Crema/1038_IOM_ANG_XX.wav
disgust,male,CREMA,Crema/1038_IOM_DIS_XX.wav
fear,male,CREMA,Crema/1038_IOM_FEA_XX.wav
happy,male,CREMA,Crema/1038_IOM_HAP_XX.wav
neutral,male,CREMA,Crema/1038_IOM_NEU_XX.wav
sad,male,CREMA,Crema/1038_IOM_SAD_XX.wav
angry,male,CREMA,Crema/1038_ITH_ANG_XX.wav
disgust,male,CREMA,Crema/1038_ITH_DIS_XX.wav
fear,male,CREMA,Crema/1038_ITH_FEA_XX.wav
happy,male,CREMA,Crema/1038_ITH_HAP_XX.wav
neutral,male,CREMA,Crema/1038_ITH_NEU_XX.wav
sad,male,CREMA,Crema/1038_ITH_SAD_XX.wav
angry,male,CREMA,Crema/1038_ITS_ANG_XX.wav
disgust,male,CREMA,Crema/1038_ITS_DIS_XX.wav
fear,male,CREMA,Crema/1038_ITS_FEA_XX.wav
happy,male,CREMA,Crema/1038_ITS_HAP_XX.wav
neutral,male,CREMA,Crema/1038_ITS_NEU_XX.wav
sad,male,CREMA,Crema/1038_ITS_SAD_XX.wav
angry,male,CREMA,Crema/1038_IWL_ANG_XX.wav
disgust,male,CREMA,Crema/1038_IWL_DIS_XX.wav
fear,male,CREMA,Crema/1038_IWL_FEA_XX.wav
happy,male,CREMA,Crema/1038_IWL_HAP_XX.wav
neutral,male,CREMA,Crema/1038_IWL_NEU_XX.wav
sad,male,CREMA,Crema/1038_IWL_SAD_XX.wav
angry,male,CREMA,Crema/1038_IWW_ANG_XX.wav
disgust,male,CREMA,Crema/1038_IWW_DIS_XX.wav
fear,male,CREMA,Crema/1038_IWW_FEA_XX.wav
happy,male,CREMA,Crema/1038_IWW_HAP_XX.wav
neutral,male,CREMA,Crema/1038_IWW_NEU_XX.wav
sad,male,CREMA,Crema/1038_IWW_SAD_XX.wav
angry,male,CREMA,Crema/1038_MTI_ANG_XX.wav
disgust,male,CREMA,Crema/1038_MTI_DIS_XX.wav
fear,male,CREMA,Crema/1038_MTI_FEA_XX.wav
happy,male,CREMA,Crema/1038_MTI_HAP_XX.wav
neutral,male,CREMA,Crema/1038_MTI_NEU_XX.wav
sad,male,CREMA,Crema/1038_MTI_SAD_XX.wav
angry,male,CREMA,Crema/1038_TAI_ANG_XX.wav
disgust,male,CREMA,Crema/1038_TAI_DIS_XX.wav
fear,male,CREMA,Crema/1038_TAI_FEA_XX.wav
happy,male,CREMA,Crema/1038_TAI_HAP_XX.wav
neutral,male,CREMA,Crema/1038_TAI_NEU_XX.wav
sad,male,CREMA,Crema/1038_TAI_SAD_XX.wav
angry,male,CREMA,Crema/1038_TIE_ANG_XX.wav
disgust,male,CREMA,Crema/1038_TIE_DIS_XX.wav
fear,male,CREMA,Crema/1038_TIE_FEA_XX.wav
happy,male,CREMA,Crema/1038_TIE_HAP_XX.wav
neutral,male,CREMA,Crema/1038_TIE_NEU_XX.wav
sad,male,CREMA,Crema/1038_TIE_SAD_XX.wav
angry,male,CREMA,Crema/1038_TSI_ANG_XX.wav
disgust,male,CREMA,Crema/1038_TSI_DIS_XX.wav
fear,male,CREMA,Crema/1038_TSI_FEA_XX.wav
happy,male,CREMA,Crema/1038_TSI_HAP_XX.wav
neutral,male,CREMA,Crema/1038_TSI_NEU_XX.wav
sad,male,CREMA,Crema/1038_TSI_SAD_XX.wav
angry,male,CREMA,Crema/1038_WSI_ANG_XX.wav
disgust,male,CREMA,Crema/1038_WSI_DIS_XX.wav
fear,male,CREMA,Crema/1038_WSI_FEA_XX.wav
happy,male,CREMA,Crema/1038_WSI_HAP_XX.wav
neutral,male,CREMA,Crema/1038_WSI_NEU_XX.wav
sad,male,CREMA,Crema/1038_WSI_SAD_XX.wav
angry,male,CREMA,Crema/1039_DFA_ANG_XX.wav
disgust,male,CREMA,Crema/1039_DFA_DIS_XX.wav
fear,male,CREMA,Crema/1039_DFA_FEA_XX.wav
happy,male,CREMA,Crema/1039_DFA_HAP_XX.wav
neutral,male,CREMA,Crema/1039_DFA_NEU_XX.wav
sad,male,CREMA,Crema/1039_DFA_SAD_XX.wav
angry,male,CREMA,Crema/1039_IEO_ANG_HI.wav
angry,male,CREMA,Crema/1039_IEO_ANG_LO.wav
angry,male,CREMA,Crema/1039_IEO_ANG_MD.wav
disgust,male,CREMA,Crema/1039_IEO_DIS_HI.wav
disgust,male,CREMA,Crema/1039_IEO_DIS_LO.wav
disgust,male,CREMA,Crema/1039_IEO_DIS_MD.wav
fear,male,CREMA,Crema/1039_IEO_FEA_HI.wav
fear,male,CREMA,Crema/1039_IEO_FEA_LO.wav
fear,male,CREMA,Crema/1039_IEO_FEA_MD.wav
happy,male,CREMA,Crema/1039_IEO_HAP_HI.wav
happy,male,CREMA,Crema/1039_IEO_HAP_LO.wav
happy,male,CREMA,Crema/1039_IEO_HAP_MD.wav
neutral,male,CREMA,Crema/1039_IEO_NEU_XX.wav
sad,male,CREMA,Crema/1039_IEO_SAD_HI.wav
sad,male,CREMA,Crema/1039_IEO_SAD_LO.wav
sad,male,CREMA,Crema/1039_IEO_SAD_MD.wav
angry,male,CREMA,Crema/1039_IOM_ANG_XX.wav
disgust,male,CREMA,Crema/1039_IOM_DIS_XX.wav
fear,male,CREMA,Crema/1039_IOM_FEA_XX.wav
happy,male,CREMA,Crema/1039_IOM_HAP_XX.wav
neutral,male,CREMA,Crema/1039_IOM_NEU_XX.wav
sad,male,CREMA,Crema/1039_IOM_SAD_XX.wav
angry,male,CREMA,Crema/1039_ITH_ANG_XX.wav
disgust,male,CREMA,Crema/1039_ITH_DIS_XX.wav
fear,male,CREMA,Crema/1039_ITH_FEA_XX.wav
happy,male,CREMA,Crema/1039_ITH_HAP_XX.wav
neutral,male,CREMA,Crema/1039_ITH_NEU_XX.wav
sad,male,CREMA,Crema/1039_ITH_SAD_XX.wav
angry,male,CREMA,Crema/1039_ITS_ANG_XX.wav
disgust,male,CREMA,Crema/1039_ITS_DIS_XX.wav
fear,male,CREMA,Crema/1039_ITS_FEA_XX.wav
happy,male,CREMA,Crema/1039_ITS_HAP_XX.wav
neutral,male,CREMA,Crema/1039_ITS_NEU_XX.wav
sad,male,CREMA,Crema/1039_ITS_SAD_XX.wav
angry,male,CREMA,Crema/1039_IWL_ANG_XX.wav
disgust,male,CREMA,Crema/1039_IWL_DIS_XX.wav
fear,male,CREMA,Crema/1039_IWL_FEA_XX.wav
happy,male,CREMA,Crema/1039_IWL_HAP_XX.wav
neutral,male,CREMA,Crema/1039_IWL_NEU_XX.wav
sad,male,CREMA,Crema/1039_IWL_SAD_XX.wav
angry,male,CREMA,Crema/1039_IWW_ANG_XX.wav
disgust,male,CREMA,Crema/1039_IWW_DIS_XX.wav
fear,male,CREMA,Crema/1039_IWW_FEA_XX.wav
happy,male,CREMA,Crema/1039_IWW_HAP_XX.wav
neutral,male,CREMA,Crema/1039_IWW_NEU_XX.wav
sad,male,CREMA,Crema/1039_IWW_SAD_XX.wav
angry,male,CREMA,Crema/1039_MTI_ANG_XX.wav
disgust,male,CREMA,Crema/1039_MTI_DIS_XX.wav
fear,male,CREMA,Crema/1039_MTI_FEA_XX.wav
happy,male,CREMA,Crema/1039_MTI_HAP_XX.wav
neutral,male,CREMA,Crema/1039_MTI_NEU_XX.wav
sad,male,CREMA,Crema/1039_MTI_SAD_XX.wav
angry,male,CREMA,Crema/1039_TAI_ANG_XX.wav
disgust,male,CREMA,Crema/1039_TAI_DIS_XX.wav
fear,male,CREMA,Crema/1039_TAI_FEA_XX.wav
happy,male,CREMA,Crema/1039_TAI_HAP_XX.wav
neutral,male,CREMA,Crema/1039_TAI_NEU_XX.wav
sad,male,CREMA,Crema/1039_TAI_SAD_XX.wav
angry,male,CREMA,Crema/1039_TIE_ANG_XX.wav
disgust,male,CREMA,Crema/1039_TIE_DIS_XX.wav
fear,male,CREMA,Crema/1039_TIE_FEA_XX.wav
happy,male,CREMA,Crema/1039_TIE_HAP_XX.wav
neutral,male,CREMA,Crema/1039_TIE_NEU_XX.wav
sad,male,CREMA,Crema/1039_TIE_SAD_XX.wav
angry,male,CREMA,Crema/1039_TSI_ANG_XX.wav
disgust,male,CREMA,Crema/1039_TSI_DIS_XX.wav
fear,male,CREMA,Crema/1039_TSI_FEA_XX.wav
happy,male,CREMA,Crema/1039_TSI_HAP_XX.wav
neutral,male,CREMA,Crema/1039_TSI_NEU_XX.wav
sad,male,CREMA,Crema/1039_TSI_SAD_XX.wav
angry,male,CREMA,Crema/1039_WSI_ANG_XX.wav
disgust,male,CREMA,Crema/1039_WSI_DIS_XX.wav
fear,male,CREMA,Crema/1039_WSI_FEA_XX.wav
happy,male,CREMA,Crema/1039_WSI_HAP_XX.wav
neutral,male,CREMA,Crema/1039_WSI_NEU_XX.wav
sad,male,CREMA,Crema/1039_WSI_SAD_XX.wav
angry,male,CREMA,Crema/1040_DFA_ANG_XX.wav
disgust,male,CREMA,Crema/1040_DFA_DIS_XX.wav
fear,male,CREMA,Crema/1040_DFA_FEA_XX.wav
happy,male,CREMA,Crema/1040_DFA_HAP_XX.wav
neutral,male,CREMA,Crema/1040_DFA_NEU_XX.wav
sad,male,CREMA,Crema/1040_DFA_SAD_XX.wav
angry,male,CREMA,Crema/1040_IEO_ANG_HI.wav
angry,male,CREMA,Crema/1040_IEO_ANG_LO.wav
angry,male,CREMA,Crema/1040_IEO_ANG_MD.wav
disgust,male,CREMA,Crema/1040_IEO_DIS_HI.wav
disgust,male,CREMA,Crema/1040_IEO_DIS_LO.wav
disgust,male,CREMA,Crema/1040_IEO_DIS_MD.wav
fear,male,CREMA,Crema/1040_IEO_FEA_HI.wav
fear,male,CREMA,Crema/1040_IEO_FEA_LO.wav
fear,male,CREMA,Crema/1040_IEO_FEA_MD.wav
happy,male,CREMA,Crema/1040_IEO_HAP_HI.wav
happy,male,CREMA,Crema/1040_IEO_HAP_LO.wav
happy,male,CREMA,Crema/1040_IEO_HAP_MD.wav
neutral,male,CREMA,Crema/1040_IEO_NEU_XX.wav
sad,male,CREMA,Crema/1040_IEO_SAD_HI.wav
sad,male,CREMA,Crema/1040_IEO_SAD_LO.wav
sad,male,CREMA,Crema/1040_IEO_SAD_MD.wav
angry,male,CREMA,Crema/1040_IOM_ANG_XX.wav
disgust,male,CREMA,Crema/1040_IOM_DIS_XX.wav
fear,male,CREMA,Crema/1040_IOM_FEA_XX.wav
happy,male,CREMA,Crema/1040_IOM_HAP_XX.wav
neutral,male,CREMA,Crema/1040_IOM_NEU_XX.wav
sad,male,CREMA,Crema/1040_IOM_SAD_XX.wav
angry,male,CREMA,Crema/1040_ITH_ANG_XX.wav
disgust,male,CREMA,Crema/1040_ITH_DIS_XX.wav
fear,male,CREMA,Crema/1040_ITH_FEA_XX.wav
happy,male,CREMA,Crema/1040_ITH_HAP_XX.wav
neutral,male,CREMA,Crema/1040_ITH_NEU_XX.wav
sad,male,CREMA,Crema/1040_ITH_SAD_X.wav
angry,male,CREMA,Crema/1040_ITS_ANG_XX.wav
disgust,male,CREMA,Crema/1040_ITS_DIS_XX.wav
fear,male,CREMA,Crema/1040_ITS_FEA_XX.wav
happy,male,CREMA,Crema/1040_ITS_HAP_XX.wav
neutral,male,CREMA,Crema/1040_ITS_NEU_XX.wav
sad,male,CREMA,Crema/1040_ITS_SAD_XX.wav
angry,male,CREMA,Crema/1040_IWL_ANG_XX.wav
disgust,male,CREMA,Crema/1040_IWL_DIS_XX.wav
fear,male,CREMA,Crema/1040_IWL_FEA_XX.wav
happy,male,CREMA,Crema/1040_IWL_HAP_XX.wav
neutral,male,CREMA,Crema/1040_IWL_NEU_XX.wav
sad,male,CREMA,Crema/1040_IWL_SAD_XX.wav
angry,male,CREMA,Crema/1040_IWW_ANG_XX.wav
disgust,male,CREMA,Crema/1040_IWW_DIS_XX.wav
fear,male,CREMA,Crema/1040_IWW_FEA_XX.wav
happy,male,CREMA,Crema/1040_IWW_HAP_XX.wav
neutral,male,CREMA,Crema/1040_IWW_NEU_XX.wav
sad,male,CREMA,Crema/1040_IWW_SAD_XX.wav
angry,male,CREMA,Crema/1040_MTI_ANG_XX.wav
disgust,male,CREMA,Crema/1040_MTI_DIS_XX.wav
fear,male,CREMA,Crema/1040_MTI_FEA_XX.wav
happy,male,CREMA,Crema/1040_MTI_HAP_XX.wav
neutral,male,CREMA,Crema/1040_MTI_NEU_XX.wav
sad,male,CREMA,Crema/1040_MTI_SAD_XX.wav
angry,male,CREMA,Crema/1040_TAI_ANG_XX.wav
disgust,male,CREMA,Crema/1040_TAI_DIS_XX.wav
fear,male,CREMA,Crema/1040_TAI_FEA_XX.wav
happy,male,CREMA,Crema/1040_TAI_HAP_XX.wav
neutral,male,CREMA,Crema/1040_TAI_NEU_XX.wav
sad,male,CREMA,Crema/1040_TAI_SAD_XX.wav
angry,male,CREMA,Crema/1040_TIE_ANG_XX.wav
disgust,male,CREMA,Crema/1040_TIE_DIS_XX.wav
fear,male,CREMA,Crema/1040_TIE_FEA_XX.wav
happy,male,CREMA,Crema/1040_TIE_HAP_XX.wav
neutral,male,CREMA,Crema/1040_TIE_NEU_XX.wav
sad,male,CREMA,Crema/1040_TIE_SAD_XX.wav
angry,male,CREMA,Crema/1040_TSI_ANG_XX.wav
disgust,male,CREMA,Crema/1040_TSI_DIS_XX.wav
fear,male,CREMA,Crema/1040_TSI_FEA_XX.wav
happy,male,CREMA,Crema/1040_TSI_HAP_XX.wav
neutral,male,CREMA,Crema/1040_TSI_NEU_XX.wav
sad,male,CREMA,Crema/1040_TSI_SAD_XX.wav
angry,male,CREMA,Crema/1040_WSI_ANG_XX.wav
disgust,male,CREMA,Crema/1040_WSI_DIS_XX.wav
fear,male,CREMA,Crema/1040_WSI_FEA_XX.wav
happy,male,CREMA,Crema/1040_WSI_HAP_XX.wav
neutral,male,CREMA,Crema/1040_WSI_NEU_XX.wav
sad,male,CREMA,Crema/1040_WSI_SAD_XX.wav
angry,male,CREMA,Crema/1041_DFA_ANG_XX.wav
disgust,male,CREMA,Crema/1041_DFA_DIS_XX.wav
fear,male,CREMA,Crema/1041_DFA_FEA_XX.wav
happy,male,CREMA,Crema/1041_DFA_HAP_XX.wav
neutral,male,CREMA,Crema/1041_DFA_NEU_XX.wav
sad,male,CREMA,Crema/1041_DFA_SAD_XX.wav
angry,male,CREMA,Crema/1041_IEO_ANG_HI.wav
angry,male,CREMA,Crema/1041_IEO_ANG_LO.wav
angry,male,CREMA,Crema/1041_IEO_ANG_MD.wav
disgust,male,CREMA,Crema/1041_IEO_DIS_HI.wav
disgust,male,CREMA,Crema/1041_IEO_DIS_LO.wav
disgust,male,CREMA,Crema/1041_IEO_DIS_MD.wav
fear,male,CREMA,Crema/1041_IEO_FEA_HI.wav
fear,male,CREMA,Crema/1041_IEO_FEA_LO.wav
fear,male,CREMA,Crema/1041_IEO_FEA_MD.wav
happy,male,CREMA,Crema/1041_IEO_HAP_HI.wav
happy,male,CREMA,Crema/1041_IEO_HAP_LO.wav
happy,male,CREMA,Crema/1041_IEO_HAP_MD.wav
neutral,male,CREMA,Crema/1041_IEO_NEU_XX.wav
sad,male,CREMA,Crema/1041_IEO_SAD_HI.wav
sad,male,CREMA,Crema/1041_IEO_SAD_LO.wav
sad,male,CREMA,Crema/1041_IEO_SAD_MD.wav
angry,male,CREMA,Crema/1041_IOM_ANG_XX.wav
disgust,male,CREMA,Crema/1041_IOM_DIS_XX.wav
fear,male,CREMA,Crema/1041_IOM_FEA_XX.wav
happy,male,CREMA,Crema/1041_IOM_HAP_XX.wav
neutral,male,CREMA,Crema/1041_IOM_NEU_XX.wav
sad,male,CREMA,Crema/1041_IOM_SAD_XX.wav
angry,male,CREMA,Crema/1041_ITH_ANG_XX.wav
disgust,male,CREMA,Crema/1041_ITH_DIS_XX.wav
fear,male,CREMA,Crema/1041_ITH_FEA_XX.wav
happy,male,CREMA,Crema/1041_ITH_HAP_XX.wav
neutral,male,CREMA,Crema/1041_ITH_NEU_XX.wav
sad,male,CREMA,Crema/1041_ITH_SAD_XX.wav
angry,male,CREMA,Crema/1041_ITS_ANG_XX.wav
disgust,male,CREMA,Crema/1041_ITS_DIS_XX.wav
fear,male,CREMA,Crema/1041_ITS_FEA_XX.wav
happy,male,CREMA,Crema/1041_ITS_HAP_XX.wav
neutral,male,CREMA,Crema/1041_ITS_NEU_XX.wav
sad,male,CREMA,Crema/1041_ITS_SAD_XX.wav
angry,male,CREMA,Crema/1041_IWL_ANG_XX.wav
disgust,male,CREMA,Crema/1041_IWL_DIS_XX.wav
fear,male,CREMA,Crema/1041_IWL_FEA_XX.wav
happy,male,CREMA,Crema/1041_IWL_HAP_XX.wav
neutral,male,CREMA,Crema/1041_IWL_NEU_XX.wav
sad,male,CREMA,Crema/1041_IWL_SAD_XX.wav
angry,male,CREMA,Crema/1041_IWW_ANG_XX.wav
disgust,male,CREMA,Crema/1041_IWW_DIS_XX.wav
fear,male,CREMA,Crema/1041_IWW_FEA_XX.wav
happy,male,CREMA,Crema/1041_IWW_HAP_XX.wav
neutral,male,CREMA,Crema/1041_IWW_NEU_XX.wav
sad,male,CREMA,Crema/1041_IWW_SAD_XX.wav
angry,male,CREMA,Crema/1041_MTI_ANG_XX.wav
disgust,male,CREMA,Crema/1041_MTI_DIS_XX.wav
fear,male,CREMA,Crema/1041_MTI_FEA_XX.wav
happy,male,CREMA,Crema/1041_MTI_HAP_XX.wav
neutral,male,CREMA,Crema/1041_MTI_NEU_XX.wav
sad,male,CREMA,Crema/1041_MTI_SAD_XX.wav
angry,male,CREMA,Crema/1041_TAI_ANG_XX.wav
disgust,male,CREMA,Crema/1041_TAI_DIS_XX.wav
fear,male,CREMA,Crema/1041_TAI_FEA_XX.wav
happy,male,CREMA,Crema/1041_TAI_HAP_XX.wav
neutral,male,CREMA,Crema/1041_TAI_NEU_XX.wav
sad,male,CREMA,Crema/1041_TAI_SAD_XX.wav
angry,male,CREMA,Crema/1041_TIE_ANG_XX.wav
disgust,male,CREMA,Crema/1041_TIE_DIS_XX.wav
fear,male,CREMA,Crema/1041_TIE_FEA_XX.wav
happy,male,CREMA,Crema/1041_TIE_HAP_XX.wav
neutral,male,CREMA,Crema/1041_TIE_NEU_XX.wav
sad,male,CREMA,Crema/1041_TIE_SAD_XX.wav
angry,male,CREMA,Crema/1041_TSI_ANG_XX.wav
disgust,male,CREMA,Crema/1041_TSI_DIS_XX.wav
fear,male,CREMA,Crema/1041_TSI_FEA_XX.wav
happy,male,CREMA,Crema/1041_TSI_HAP_XX.wav
neutral,male,CREMA,Crema/1041_TSI_NEU_XX.wav
sad,male,CREMA,Crema/1041_TSI_SAD_XX.wav
angry,male,CREMA,Crema/1041_WSI_ANG_XX.wav
disgust,male,CREMA,Crema/1041_WSI_DIS_XX.wav
fear,male,CREMA,Crema/1041_WSI_FEA_XX.wav
happy,male,CREMA,Crema/1041_WSI_HAP_XX.wav
neutral,male,CREMA,Crema/1041_WSI_NEU_XX.wav
sad,male,CREMA,Crema/1041_WSI_SAD_XX.wav
angry,male,CREMA,Crema/1042_DFA_ANG_XX.wav
disgust,male,CREMA,Crema/1042_DFA_DIS_XX.wav
fear,male,CREMA,Crema/1042_DFA_FEA_XX.wav
happy,male,CREMA,Crema/1042_DFA_HAP_XX.wav
neutral,male,CREMA,Crema/1042_DFA_NEU_XX.wav
sad,male,CREMA,Crema/1042_DFA_SAD_XX.wav
angry,male,CREMA,Crema/1042_IEO_ANG_HI.wav
angry,male,CREMA,Crema/1042_IEO_ANG_LO.wav
angry,male,CREMA,Crema/1042_IEO_ANG_MD.wav
disgust,male,CREMA,Crema/1042_IEO_DIS_HI.wav
disgust,male,CREMA,Crema/1042_IEO_DIS_LO.wav
disgust,male,CREMA,Crema/1042_IEO_DIS_MD.wav
fear,male,CREMA,Crema/1042_IEO_FEA_HI.wav
fear,male,CREMA,Crema/1042_IEO_FEA_LO.wav
fear,male,CREMA,Crema/1042_IEO_FEA_MD.wav
happy,male,CREMA,Crema/1042_IEO_HAP_HI.wav
happy,male,CREMA,Crema/1042_IEO_HAP_LO.wav
happy,male,CREMA,Crema/1042_IEO_HAP_MD.wav
neutral,male,CREMA,Crema/1042_IEO_NEU_XX.wav
sad,male,CREMA,Crema/1042_IEO_SAD_HI.wav
sad,male,CREMA,Crema/1042_IEO_SAD_LO.wav
sad,male,CREMA,Crema/1042_IEO_SAD_MD.wav
angry,male,CREMA,Crema/1042_IOM_ANG_XX.wav
disgust,male,CREMA,Crema/1042_IOM_DIS_XX.wav
fear,male,CREMA,Crema/1042_IOM_FEA_XX.wav
happy,male,CREMA,Crema/1042_IOM_HAP_XX.wav
neutral,male,CREMA,Crema/1042_IOM_NEU_XX.wav
sad,male,CREMA,Crema/1042_IOM_SAD_XX.wav
angry,male,CREMA,Crema/1042_ITH_ANG_XX.wav
disgust,male,CREMA,Crema/1042_ITH_DIS_XX.wav
fear,male,CREMA,Crema/1042_ITH_FEA_XX.wav
happy,male,CREMA,Crema/1042_ITH_HAP_XX.wav
neutral,male,CREMA,Crema/1042_ITH_NEU_XX.wav
sad,male,CREMA,Crema/1042_ITH_SAD_XX.wav
angry,male,CREMA,Crema/1042_ITS_ANG_XX.wav
disgust,male,CREMA,Crema/1042_ITS_DIS_XX.wav
fear,male,CREMA,Crema/1042_ITS_FEA_XX.wav
happy,male,CREMA,Crema/1042_ITS_HAP_XX.wav
neutral,male,CREMA,Crema/1042_ITS_NEU_XX.wav
sad,male,CREMA,Crema/1042_ITS_SAD_XX.wav
angry,male,CREMA,Crema/1042_IWL_ANG_XX.wav
disgust,male,CREMA,Crema/1042_IWL_DIS_XX.wav
fear,male,CREMA,Crema/1042_IWL_FEA_XX.wav
happy,male,CREMA,Crema/1042_IWL_HAP_XX.wav
neutral,male,CREMA,Crema/1042_IWL_NEU_XX.wav
sad,male,CREMA,Crema/1042_IWL_SAD_XX.wav
angry,male,CREMA,Crema/1042_IWW_ANG_XX.wav
disgust,male,CREMA,Crema/1042_IWW_DIS_XX.wav
fear,male,CREMA,Crema/1042_IWW_FEA_XX.wav
happy,male,CREMA,Crema/1042_IWW_HAP_XX.wav
neutral,male,CREMA,Crema/1042_IWW_NEU_XX.wav
sad,male,CREMA,Crema/1042_IWW_SAD_XX.wav
angry,male,CREMA,Crema/1042_MTI_ANG_XX.wav
disgust,male,CREMA,Crema/1042_MTI_DIS_XX.wav
fear,male,CREMA,Crema/1042_MTI_FEA_XX.wav
happy,male,CREMA,Crema/1042_MTI_HAP_XX.wav
neutral,male,CREMA,Crema/1042_MTI_NEU_XX.wav
sad,male,CREMA,Crema/1042_MTI_SAD_XX.wav
angry,male,CREMA,Crema/1042_TAI_ANG_XX.wav
disgust,male,CREMA,Crema/1042_TAI_DIS_XX.wav
fear,male,CREMA,Crema/1042_TAI_FEA_XX.wav
happy,male,CREMA,Crema/1042_TAI_HAP_XX.wav
neutral,male,CREMA,Crema/1042_TAI_NEU_XX.wav
sad,male,CREMA,Crema/1042_TAI_SAD_XX.wav
angry,male,CREMA,Crema/1042_TIE_ANG_XX.wav
disgust,male,CREMA,Crema/1042_TIE_DIS_XX.wav
fear,male,CREMA,Crema/1042_TIE_FEA_XX.wav
happy,male,CREMA,Crema/1042_TIE_HAP_XX.wav
neutral,male,CREMA,Crema/1042_TIE_NEU_XX.wav
sad,male,CREMA,Crema/1042_TIE_SAD_XX.wav
angry,male,CREMA,Crema/1042_TSI_ANG_XX.wav
disgust,male,CREMA,Crema/1042_TSI_DIS_XX.wav
fear,male,CREMA,Crema/1042_TSI_FEA_XX.wav
happy,male,CREMA,Crema/1042_TSI_HAP_XX.wav
neutral,male,CREMA,Crema/1042_TSI_NEU_XX.wav
sad,male,CREMA,Crema/1042_TSI_SAD_XX.wav
angry,male,CREMA,Crema/1042_WSI_ANG_XX.wav
disgust,male,CREMA,Crema/1042_WSI_DIS_XX.wav
fear,male,CREMA,Crema/1042_WSI_FEA_XX.wav
happy,male,CREMA,Crema/1042_WSI_HAP_XX.wav
neutral,male,CREMA,Crema/1042_WSI_NEU_XX.wav
sad,male,CREMA,Crema/1042_WSI_SAD_XX.wav
angry,female,CREMA,Crema/1043_DFA_ANG_XX.wav
disgust,female,CREMA,Crema/1043_DFA_DIS_XX.wav
fear,female,CREMA,Crema/1043_DFA_FEA_XX.wav
happy,female,CREMA,Crema/1043_DFA_HAP_XX.wav
neutral,female,CREMA,Crema/1043_DFA_NEU_XX.wav
sad,female,CREMA,Crema/1043_DFA_SAD_XX.wav
angry,female,CREMA,Crema/1043_IEO_ANG_HI.wav
angry,female,CREMA,Crema/1043_IEO_ANG_LO.wav
angry,female,CREMA,Crema/1043_IEO_ANG_MD.wav
disgust,female,CREMA,Crema/1043_IEO_DIS_HI.wav
disgust,female,CREMA,Crema/1043_IEO_DIS_LO.wav
disgust,female,CREMA,Crema/1043_IEO_DIS_MD.wav
fear,female,CREMA,Crema/1043_IEO_FEA_HI.wav
fear,female,CREMA,Crema/1043_IEO_FEA_LO.wav
fear,female,CREMA,Crema/1043_IEO_FEA_MD.wav
happy,female,CREMA,Crema/1043_IEO_HAP_HI.wav
happy,female,CREMA,Crema/1043_IEO_HAP_LO.wav
happy,female,CREMA,Crema/1043_IEO_HAP_MD.wav
neutral,female,CREMA,Crema/1043_IEO_NEU_XX.wav
sad,female,CREMA,Crema/1043_IEO_SAD_HI.wav
sad,female,CREMA,Crema/1043_IEO_SAD_LO.wav
sad,female,CREMA,Crema/1043_IEO_SAD_MD.wav
angry,female,CREMA,Crema/1043_IOM_ANG_XX.wav
disgust,female,CREMA,Crema/1043_IOM_DIS_XX.wav
fear,female,CREMA,Crema/1043_IOM_FEA_XX.wav
happy,female,CREMA,Crema/1043_IOM_HAP_XX.wav
neutral,female,CREMA,Crema/1043_IOM_NEU_XX.wav
sad,female,CREMA,Crema/1043_IOM_SAD_XX.wav
angry,female,CREMA,Crema/1043_ITH_ANG_XX.wav
disgust,female,CREMA,Crema/1043_ITH_DIS_XX.wav
fear,female,CREMA,Crema/1043_ITH_FEA_XX.wav
happy,female,CREMA,Crema/1043_ITH_HAP_XX.wav
neutral,female,CREMA,Crema/1043_ITH_NEU_XX.wav
sad,female,CREMA,Crema/1043_ITH_SAD_XX.wav
angry,female,CREMA,Crema/1043_ITS_ANG_XX.wav
disgust,female,CREMA,Crema/1043_ITS_DIS_XX.wav
